name,neighborhood,address,url,latitude,longitude,image,tags,categories
Corner Deli,Belltown,"3161 Elliott Ave, Seattle, WA 98121",https://intentionalist.com/b/corner-deli/,47.6183703,-122.3586254,https://intentionalist.com/wp-content/uploads/2021/08/corner-deli-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Deli']
Blank Space Cafe – Belltown,Belltown,"2126 2nd Ave, Seattle, WA 98121",https://intentionalist.com/b/blank-space-cafe-belltown/,47.6132517,-122.3437233,https://intentionalist.com/wp-content/uploads/2021/08/blank-space-belltown-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Cafe']
Belltown Pizza,Belltown,"2422 1st Ave, Seattle, WA 98121",https://intentionalist.com/b/belltown-pizza/,47.614642,-122.348393,https://intentionalist.com/wp-content/uploads/2021/08/belltown-pizza-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Belltown Market,Belltown,"2424 1st Ave, Seattle, WA 98121",https://intentionalist.com/b/belltown-market/,47.6147359,-122.3484205,https://intentionalist.com/wp-content/uploads/2021/08/belltown-market-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']","['Grocery, Markets & Convenience Stores']"
Maharaja – West Seattle,West Seattle,"4542 California Ave SW, Seattle, WA 98116",https://intentionalist.com/b/maharaja-west-seattle/,47.5615967,-122.3863504,https://intentionalist.com/wp-content/uploads/2021/08/maharaja-seattle-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Artisan Cafe,Belltown,"2523 5th Ave, Seattle, WA 98121",https://intentionalist.com/b/artisan-cafe/,47.6176715,-122.3463183,https://intentionalist.com/wp-content/uploads/2021/08/artisan-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Cafe']
Chili’s South Indian Cuisine,University District,"4220 University Way NE, Seattle, WA 98105",https://intentionalist.com/b/chilis-south-indian-cuisine/,47.6589742,-122.3129292,https://intentionalist.com/wp-content/uploads/2021/08/chilis-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Bobabucha Cafe,Capitol Hill,"1424 E Pine St, Seattle, WA 98122",https://intentionalist.com/b/bobabucha-cafe/,47.6154251,-122.3129794,https://intentionalist.com/wp-content/uploads/2021/08/bobabucha-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Cafe']
Taste of India,University District,"5517 Roosevelt Way NE, Seattle, WA 98105",https://intentionalist.com/b/taste-of-india/,47.6690593,-122.3175735,https://intentionalist.com/wp-content/uploads/2021/08/taste-of-india-2-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Catering']
Basilic Essentially Thai,Queen Anne,"352 Roy St, Seattle, WA 98109",https://intentionalist.com/b/basilic-essentially-thai/,47.6256132,-122.3499249,https://intentionalist.com/wp-content/uploads/2021/08/basilic-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Broadfork Cafe – Queen Anne,Queen Anne,"111 Queen Anne Ave N, Seattle WA",https://intentionalist.com/b/broadfork-cafe-queen-anne/,47.6188317,-122.3571235,https://intentionalist.com/wp-content/uploads/2021/08/broadfork-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Cafe']
Vinason Pho & Grill – Seattle,Denny Triangle,"2134 Westlake Ave, Seattle, WA 98121",https://intentionalist.com/b/vinason-pho-grill/,47.6176275,-122.338107,https://intentionalist.com/wp-content/uploads/2021/08/vinason-seattle-150x150.png,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Karachi Cowboys,Capitol Hill,"1517 12th Ave #100, Seattle, WA 98122",https://intentionalist.com/b/karachi-cowboys/,47.6146106,-122.3171338,https://intentionalist.com/wp-content/uploads/2021/08/karachi-2-150x150.jpg,"['Black-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Lassi & Spice – Wallingford,Wallingford,"1651 N 34th St, Seattle, WA 98103",https://intentionalist.com/b/lassi-spice-wallingford/,47.6479242,-122.337826,https://intentionalist.com/wp-content/uploads/2021/08/lassi-150x150.jpg,"['Minority-Owned', 'Woman-Owned']",['Cafe']
Carmelo’s Tacos – First Hill,First Hill,"1223 E Cherry St, Seattle, WA 98122",https://intentionalist.com/b/carmelos-tacos-first-hill/,47.6078354,-122.3160752,https://intentionalist.com/wp-content/uploads/2021/08/carmelos-150x150.png,"['Latino-Owned', 'Minority-Owned']",['Restaurants']
Kay Catering,"Seattle, WA","Seattle, WA",https://intentionalist.com/b/kay-catering/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2021/08/kay-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Catering']
RAZZÍS PIZZERÍA – Denny Triangle,Denny Triangle,"1314 Howell St, Seattle, WA 98101",https://intentionalist.com/b/razzis-pizzeria-denny-triangle/,47.6180002,-122.3293999,https://intentionalist.com/wp-content/uploads/2021/08/razis-downtown-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Vegan']",['Restaurants']
Hiroshi’s Poke – University District,University District,"4712 11th Ave NE, Seattle, WA 98105",https://intentionalist.com/b/hiroshis-poke-university-district/,47.6635697,-122.3161692,https://intentionalist.com/wp-content/uploads/2021/08/hiroshis-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Azuki,Madison Valley,"2711 E Madison St, Seattle, WA 98112",https://intentionalist.com/b/azuki/,47.6227493,-122.2969053,https://intentionalist.com/wp-content/uploads/2021/08/azuki-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Udistrict Smiles,University District,"4530 Union Bay Pl NE UNIT 207, Seattle, WA 98105",https://intentionalist.com/b/udistrict-smiles/,47.662393,-122.2934481,https://intentionalist.com/wp-content/uploads/2021/08/udistrict-smiles-150x150.png,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Health Services']
Golden Daisy Restaurant – Beacon Hill,Beacon Hill,"2518 Beacon Ave S, Seattle, WA 98144",https://intentionalist.com/b/golden-daisy-restaurant-beacon-hill/,47.5805262,-122.3130782,https://intentionalist.com/wp-content/uploads/2021/08/golden-daisy-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Off Alley,Columbia City,"4903, Rainier Ave S, Seattle, WA 98118",https://intentionalist.com/b/off-alley/,47.5577135,-122.2853224,https://intentionalist.com/wp-content/uploads/2021/08/off-alley-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Cherry Consignment,West Seattle,"4142 California Ave SW, Seattle, WA 98116",https://intentionalist.com/b/cherry-consignment/,47.565245,-122.3863841,https://intentionalist.com/wp-content/uploads/2021/08/cherry-150x150.jpg,"['Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Kamakura Japanese Cuisine – Fremont,Fremont,"3520 Fremont Ave N, Seattle, WA 98103",https://intentionalist.com/b/kamakura-japanese-cuisine-fremont/,47.6511819,-122.3496765,https://intentionalist.com/wp-content/uploads/2021/08/kamakura-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Naam Thai,Madrona,1404 34th Avenue Seattle WA 98122,https://intentionalist.com/b/naam-thai/,47.6131071,-122.2891045,https://intentionalist.com/wp-content/uploads/2021/08/naam-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Milagros Mexican Folk Art,Downtown,"1409 1st Avenue Seattle, WA 98101",https://intentionalist.com/b/milagros-mexican-folk-art/,47.608151,-122.3397584,https://intentionalist.com/wp-content/uploads/2021/08/milagros-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Art Galleries']
Bahia in Motion,Fremont,"418 N 35th St, Seattle, WA 98103",https://intentionalist.com/b/bahia-in-motion/,47.6514942,-122.3536006,https://intentionalist.com/wp-content/uploads/2021/08/bahia-150x150.jpg,"['Family-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Dance School']
Meet Korean BBQ,Capitol Hill,"500 E Pike St, Seattle, WA 98122",https://intentionalist.com/b/meet-korean-bbq/,47.614329,-122.3251939,https://intentionalist.com/wp-content/uploads/2021/08/meet-150x150.png,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Cafe An’Clair,South Lake Union,"826 Thomas St, Seattle, WA 98109",https://intentionalist.com/b/cafe-anclair/,47.6211101,-122.3399667,https://intentionalist.com/wp-content/uploads/2021/08/cafe-an-clair-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Bakeries']
Uptown China,Uptown,"200 Queen Anne Ave N, Seattle, WA 98109",https://intentionalist.com/b/uptown-china/,47.6199289,-122.3565451,https://intentionalist.com/wp-content/uploads/2021/08/uptown-china-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Genghis Khan,Downtown,"82 Stewart St, Seattle, WA 98101",https://intentionalist.com/b/genghis-khan/,47.6099412,-122.3420987,https://intentionalist.com/wp-content/uploads/2021/08/genghis-khan-150x150.jpeg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Dim Sum House,Rainier Valley,"4860 Beacon Ave S, Seattle, WA 98108",https://intentionalist.com/b/dim-sum-house/,47.5591633,-122.3040979,https://intentionalist.com/wp-content/uploads/2021/08/dim-sum-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Szechuan Fish,Yesler Terrace,"Pacific Rim Center, 900 S Jackson St Seattle, WA 98104",https://intentionalist.com/b/szechuan-fish/,47.5994603,-122.3205213,https://intentionalist.com/wp-content/uploads/2021/08/szechuan-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned']",['Restaurants']
Araya’s Place – University District,University District,5240 University Way NE #A Seattle WA 98105,https://intentionalist.com/b/arayas-place-university-district/,47.6678147,-122.3127681,https://intentionalist.com/wp-content/uploads/2021/08/arayas-5-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Rondo Japanese,Capitol Hill,"224 Broadway E, Seattle, WA 98102",https://intentionalist.com/b/rondo-japanese/,47.620672,-122.320518,https://intentionalist.com/wp-content/uploads/2021/08/rondo-japanese-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Kabul Afghan Cuisine,Wallingford,"2301 N 45th St, Seattle, WA 98103",https://intentionalist.com/b/kabul-afghan-cuisine/,47.6612524,-122.3312045,https://intentionalist.com/wp-content/uploads/2021/08/kabul-150x150.jpg,['Minority-Owned'],['Restaurants']
Haru,Yesler Terrace,"860 Yesler Way, Seattle, WA 98104",https://intentionalist.com/b/haru/,47.6018829,-122.3211988,https://intentionalist.com/wp-content/uploads/2021/08/haru-150x150.png,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Bakeries']
Ka Pow Thai on Wheel,Delridge,"5604 Delridge Way SW, Seattle, WA 98106",https://intentionalist.com/b/ka-pow-thai-on-wheel/,47.551676,-122.3626902,https://intentionalist.com/wp-content/uploads/2021/08/ka-pow-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Food Trucks']
Al Fann Photography,"Seattle, WA","Seattle, WA",https://intentionalist.com/b/al-fann-photography/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2021/08/al-fann-150x150.jpg,"['Asian-Owned', 'LGBTQ-Owned', 'Minority-Owned']",['Photography']
Noir Lux Candle Co.,Belltown,"3020 Warren Pl, Seattle, WA 98121",https://intentionalist.com/b/noir-lux-candle-co/,47.6181736,-122.3540285,https://intentionalist.com/wp-content/uploads/2021/08/unnamed-2-150x150.png,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Shopping']
DRIFT Yoga + Juice Bar,South Lake Union,"1251 Harrison Street Seattle, WA 98109",https://intentionalist.com/b/drift-yoga-juice-bar/,47.6218176,-122.331318,https://intentionalist.com/wp-content/uploads/2021/07/drift-yoga-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']","['Coffee, Tea & Juice']"
Matcha Man Ice Cream & Taiyaki,Georgetown,"6014 12th Ave S, Seattle, WA 98108",https://intentionalist.com/b/matcha-man-ice-cream-taiyaki/,47.5487661,-122.3171,https://intentionalist.com/wp-content/uploads/2021/07/matcha-man-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Ice Cream']
Ravenna Brewing Company,Ravenna,"5408 26th Ave NE, Seattle, WA 98105",https://intentionalist.com/b/ravenna-brewing-company/,47.6682377,-122.2992389,https://intentionalist.com/wp-content/uploads/2021/07/ravenna-150x150.png,"['Family-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']","['Wine, Beer & Spirits']"
Palmi Korean Cuisine and Teriyaki,Fremont,"3424 Fremont Ave N, Seattle, WA 98103",https://intentionalist.com/b/palmi-korean-cuisine-and-teriyaki/,47.6503287,-122.3496095,https://intentionalist.com/wp-content/uploads/2021/07/palmi-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Percussion Farms & Preserves,Central District,"507 28th Ave. Seattle, WA 98122",https://intentionalist.com/b/percussion-farms-preserves/,47.6064863,-122.2960953,https://intentionalist.com/wp-content/uploads/2021/07/percussion-150x150.jpg,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Farms']
Seoul Bowl – Food Truck,"Seattle, WA","Seattle, WA",https://intentionalist.com/b/seoul-bowl-food-truck/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2021/07/seoul-food-truck-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Food Trucks']
Timeless Tea – Seattle,University District,"1000 Northeast 50th Street Seattle, WA 98105",https://intentionalist.com/b/timeless-tea-seattle/,47.6653198,-122.3172011,https://intentionalist.com/wp-content/uploads/2021/07/timeless-tea-seattle-150x150.jpg,"['Asian-Owned', 'Minority-Owned']","['Coffee, Tea & Juice']"
Gan Bei,Chinatown ID,"670 S Weller St, Seattle, WA 98104",https://intentionalist.com/b/gan-bei/,47.597685,-122.3241332,https://intentionalist.com/wp-content/uploads/2021/07/gan-bei-150x150.png,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Bars']
Creative Block,Mount Baker,"1366 31st Ave S, Seattle, WA 98144",https://intentionalist.com/b/creative-block/,47.5906279,-122.2922682,https://intentionalist.com/wp-content/uploads/2021/07/creative-block-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Event Venues']
Alhambra,Belltown,"2127 1st Ave, Seattle, WA 98121",https://intentionalist.com/b/alhambra/,47.6122523,-122.3452102,https://intentionalist.com/wp-content/uploads/2021/07/alhambra-150x150.jpg,"['Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Clothing']
Al Basha,Belltown,"2302 1st Ave  Seattle, WA 98121",https://intentionalist.com/b/al-basha/,47.6136678,-122.346472,https://intentionalist.com/wp-content/uploads/2021/07/al-basha-150x150.png,['Minority-Owned'],['Restaurants']
Seleušs Chocolates,Belltown,"1910 1st Ave, Seattle, WA 98101",https://intentionalist.com/b/seleuss-chocolates/,47.6106997,-122.3416779,https://intentionalist.com/wp-content/uploads/2021/07/seleuss-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Chocolatiers']
Antonio Spa,Belltown,"114 Virginia St Seattle, WA 98101",https://intentionalist.com/b/antonio-spa/,47.6116986,-122.342298,https://intentionalist.com/wp-content/uploads/2021/07/antonio-150x150.png,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Beauty & Spa']
Camerich Seattle,Belltown,"2029 2nd Ave, Seattle, WA 98121",https://intentionalist.com/b/camerich-seattle/,47.612023,-122.3428704,https://intentionalist.com/wp-content/uploads/2021/07/camerich-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Furniture']
Alchemy Collections,Belltown,"2029 2nd Ave, Seattle, WA 98121",https://intentionalist.com/b/alchemy-collections/,47.612023,-122.3428704,https://intentionalist.com/wp-content/uploads/2021/07/alchemy-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Furniture']
Wasabi Sushi & Izakaya,Belltown,"2311 2nd Ave, Seattle, WA 98121",https://intentionalist.com/b/wasabi-sushi-izakaya/,47.6141583,-122.3462484,https://intentionalist.com/wp-content/uploads/2021/07/wasabi-150x150.png,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Bangrak Market,Belltown,"2319 2nd Ave, Seattle, WA 98121",https://intentionalist.com/b/bangrak-market/,47.6142368,-122.3466405,https://intentionalist.com/wp-content/uploads/2021/07/bangrak-market-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Bars']
Stylus,Belltown,"2321 2nd Ave, Seattle, WA 98121",https://intentionalist.com/b/stylus/,47.6143314,-122.3466323,https://intentionalist.com/wp-content/uploads/2021/07/stylus-150x150.jpg,"['Latino-Owned', 'Minority-Owned']",['Hair Salon']
Floral Masters,Belltown,"2601 2nd Ave  Seattle, WA  98121",https://intentionalist.com/b/floral-masters/,47.6159142,-122.3492133,https://intentionalist.com/wp-content/uploads/2021/07/floral-masters-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Florists']
TEXTURE,Belltown,"117 Cedar St, Seattle, WA 98121",https://intentionalist.com/b/texture/,47.616186,-122.349915,https://intentionalist.com/wp-content/uploads/2021/07/texture-150x150.jpg,"['Pacific Islander-Owned', 'Woman-Owned']",['Hair Salon']
The Smile Space,Belltown,"2911 2nd Ave Ste 106, Seattle, WA 98121",https://intentionalist.com/b/the-smile-space/,47.6176125,-122.3523057,https://intentionalist.com/wp-content/uploads/2021/07/smile-space-3-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Health Services']
L.I.H. Law,Belltown,"159 Denny Way #107, Seattle, WA 98109",https://intentionalist.com/b/l-i-h-law/,47.6183523,-122.3536189,https://intentionalist.com/wp-content/uploads/2021/07/lih-150x150.jpg,"['Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Legal']
Second & Vine Dental,Belltown,"200 Vine St, Seattle, WA 98121",https://intentionalist.com/b/second-vine-dental/,47.6162453,-122.3487244,https://intentionalist.com/wp-content/uploads/2021/06/second-and-vine-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Health Services']
Wann Japanese Izakaya,Belltown,"2020 2nd Ave, Seattle, WA 98121",https://intentionalist.com/b/wann-japanese-izakaya/,47.6123359,-122.3424383,https://intentionalist.com/wp-content/uploads/2021/06/wann-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Third + Stewart Animal Wellness,Belltown,"1919 3rd Ave, Seattle, WA 98101",https://intentionalist.com/b/third-stewart-animal-wellness/,47.6118709,-122.3404755,https://intentionalist.com/wp-content/uploads/2021/06/third-stewart-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Pet Services']
Bite Square,Belltown,"2013 3rd avenue Seattle, WA 98121",https://intentionalist.com/b/bite-square/,47.6125091,-122.3416688,https://intentionalist.com/wp-content/uploads/2021/06/bite-square-150x150.jpg,"['Asian-Owned', 'Minority-Owned']","['Grocery, Markets & Convenience Stores']"
Oui Salon & Spa,Belltown,"2207 3rd Ave Seattle, WA 98121",https://intentionalist.com/b/oui-salon-spa/,47.6139627,-122.3439536,https://intentionalist.com/wp-content/uploads/2021/06/oui-spa-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Hair Salon']
